# CESNET
130.149.49.137/32, planetlab, planetlab02.tkn.tu-berlin.de
# RNP
# uniroma2
160.80.221.39/32, planetlab, planet-lab-node2.netgroup.uniroma2.it
160.80.221.37/32, planetlab, planet-lab-node1.netgroup.uniroma2.it
# MLab - LAX01
# MLab - HAM01
# I2
# SICS
193.10.64.36/32, planetlab, planetlab2.sics.se
193.10.64.35/32, planetlab, planetlab1.sics.se
# MLab - AMS01
# GT
143.215.131.199/32, planetlab, planet4.cc.gt.atl.ga.us
143.215.131.198/32, planetlab, planet3.cc.gt.atl.ga.us
143.215.131.197/32, planetlab, planet2.cc.gt.atl.ga.us
143.215.131.206/32, planetlab, planet1.cc.gt.atl.ga.us
# NYU
216.165.109.82/32, planetlab, planet2.scs.cs.nyu.edu
216.165.109.81/32, planetlab, planet1.scs.cs.nyu.edu
216.165.109.79/32, planetlab, planetx.scs.cs.nyu.edu
# TRLabs
198.163.152.230/32, planetlab, planetlab2.win.trlabs.ca
198.163.152.229/32, planetlab, planetlab1.win.trlabs.ca
# vanderbilt
129.59.88.179/32, planetlab, planetlab-1.vuse.vanderbilt.edu
129.59.88.180/32, planetlab, planetlab-2.vuse.vanderbilt.edu
# MLab - PAR01
# FeM TU-Ilmenau
141.24.249.130/32, planetlab, planetlab2.fem.tu-ilmenau.de
141.24.249.129/32, planetlab, planetlab1.fem.tu-ilmenau.de
# TUM
138.246.99.249/32, planetlab, planetlab1.lkn.ei.tum.de
138.246.99.250/32, planetlab, planetlab2.lkn.ei.tum.de
# MLab - LGA02
# MLab - LHR01
# Google
# RRC Kurchatovskiy Instutute
144.206.66.56/32, planetlab, pl1.grid.kiae.ru
144.206.66.58/32, planetlab, pl2.grid.kiae.ru
# MLab - DFW01
# MLab - AMS02
# Wuerzburg
132.187.230.1/32, planetlab, planetlab1.informatik.uni-wuerzburg.de
132.187.230.2/32, planetlab, planetlab2.informatik.uni-wuerzburg.de
# Nanyang Technological University
203.30.39.239/32, planetlab, pnode2.pdcc-ntu.singaren.net.sg
203.30.39.238/32, planetlab, pnode1.pdcc-ntu.singaren.net.sg
# TUT
193.166.167.4/32, planetlab, planetlab1.rd.tut.fi
193.166.167.5/32, planetlab, planetlab2.rd.tut.fi
# MLab
# biu
# MLab - SEA01
# FUNDP
138.48.3.201/32, planetlab, chimay.infonet.fundp.ac.be
138.48.3.202/32, planetlab, orval.infonet.fundp.ac.be
138.48.3.203/32, planetlab, rochefort.infonet.fundp.ac.be
# MLab - NUQ01
# University of Waikato
192.107.171.145/32, planetlab, planetlab-n1.wand.net.nz
192.107.171.147/32, planetlab, planetlab-n2.wand.net.nz
# MLab - ATH01
# PRL
141.11.0.165/32, planetlab, planetlab1.thlab.net
141.11.0.162/32, planetlab, planetlab2.thlab.net
# Tsinghua
219.243.208.62/32, planetlab, pl2.6test.edu.cn
219.243.208.60/32, planetlab, pl1.6test.edu.cn
# Clemson
130.127.39.153/32, planetlab, planetlab2.clemson.edu
130.127.39.152/32, planetlab, planetlab1.clemson.edu
# UniRun
# UC3M
163.117.253.4/32, planetlab, planetlab1.it.uc3m.es
163.117.253.5/32, planetlab, planetlab2.it.uc3m.es
# Emory University
170.140.119.70/32, planetlab, node2.planetlab.mathcs.emory.edu
170.140.119.69/32, planetlab, node1.planetlab.mathcs.emory.edu
# NICT JGN2 Sendai
# UPM Tg Mures
193.226.19.30/32, planetlab, planetlab1.upm.ro
193.226.19.31/32, planetlab, planetlab2.upm.ro
# AUTh
155.207.48.52/32, planetlab, planet2.itc.auth.gr
155.207.48.21/32, planetlab, planet1.itc.auth.gr
# ICU
143.248.208.33/32, planetlab, planetlab6.kaist.ac.kr
143.248.208.32/32, planetlab, planetlab5.kaist.ac.kr
# National Taiwan
140.112.107.82/32, planetlab, planetlab2.ntu.nodes.planet-lab.org
140.112.107.80/32, planetlab, planetlab1.ntu.nodes.planet-lab.org
# FAU Erlangen
131.188.44.101/32, planetlab, planetlab2.informatik.uni-erlangen.de
131.188.44.100/32, planetlab, planetlab1.informatik.uni-erlangen.de
# Seoul National University - MMLAB
116.89.165.133/32, planetlab, pl1snu.koren21.net
116.89.165.135/32, planetlab, pl2snu.koren21.net
# IRISA
131.254.208.11/32, planetlab, peeramidion.irisa.fr
131.254.208.10/32, planetlab, peeramide.irisa.fr
131.254.208.12/32, planetlab, inriarennes1.irisa.fr
131.254.208.13/32, planetlab, inriarennes2.irisa.fr
# University of Vienna
# Oregon State
128.193.33.8/32, planetlab, planetlab2.een.orst.edu
128.193.33.7/32, planetlab, planetlab1.een.orst.edu
# IITR
202.141.62.34/32, planetlab, planetlab1.iitr.ernet.in
202.141.62.35/32, planetlab, planetlab2.iitr.ernet.in
# Mobile Broadband NetworkLab
140.115.156.142/32, planetlab, nw142.csie.ncu.edu.tw
140.115.156.144/32, planetlab, nw144.csie.ncu.edu.tw
# Kansas State University
129.130.252.140/32, planetlab, plab3.eece.ksu.edu
129.130.252.141/32, planetlab, plab4.eece.ksu.edu
# Copenhagen
192.38.109.144/32, planetlab, planetlab2.diku.dk
192.38.109.143/32, planetlab, planetlab1.diku.dk
# University of Melbourne - CSSE
220.245.140.196/32, planetlab, plnode01.cs.mu.oz.au
220.245.140.197/32, planetlab, plnode02.cs.mu.oz.au
# DoCoMo Labs USA
216.98.102.30/32, planetlab, planetlabnode-2.docomolabs-usa.com
216.98.102.29/32, planetlab, planetlabnode-1.docomolabs-usa.com
# CCTC-UMINHO
# MLab - SYD01
# Iowa State ECE
129.186.205.77/32, planetlab, planetlab-4.ece.iastate.edu
129.186.205.73/32, planetlab, planetlab-1.ece.iastate.edu
129.186.205.79/32, planetlab, planetlab-5.ece.iastate.edu
129.186.205.78/32, planetlab, Planetlab-6.ece.iastate.edu
129.186.205.71/32, planetlab, planetlab-2.ece.iastate.edu
129.186.205.76/32, planetlab, planetlab-3.ece.iastate.edu
# NICT JGN2 Nagoya
# Victoria U Wellington
130.195.4.69/32, planetlab, planetlab2.ecs.vuw.ac.nz
130.195.4.68/32, planetlab, planetlab1.ecs.vuw.ac.nz
# Bologna
130.136.254.21/32, planetlab, planetlab1.cs.unibo.it
130.136.254.22/32, planetlab, planetlab2.cs.unibo.it
# KIT
193.196.39.10/32, planetlab, iraplab2.iralab.uni-karlsruhe.de
193.196.39.9/32, planetlab, iraplab1.iralab.uni-karlsruhe.de
# FTR&D Lannion PLE
161.106.240.19/32, planetlab, planetlab2lannion.elibel.tm.fr
161.106.240.18/32, planetlab, planetlab1lannion.elibel.tm.fr
# Tokyo Institute of Technology
131.112.243.101/32, planetlab, node1.planet-lab.titech.ac.jp
131.112.243.103/32, planetlab, node3.planet-lab.titech.ac.jp
131.112.243.104/32, planetlab, node4.planet-lab.titech.ac.jp
# Stanford OpenFlow
# NICT JGN2 Kochi
# University of Vienna
# SUNY Binghamton
128.226.103.67/32, planetlab, charon.cs.binghamton.edu
128.226.103.66/32, planetlab, pluto.cs.binghamton.edu
# Universita' degli Studi di Trento
# HP Labs, Bristol
192.6.10.50/32, planetlab, pli1-br-2.hpl.hp.com
192.6.10.49/32, planetlab, pli1-br-1.hpl.hp.com
192.6.10.51/32, planetlab, pli1-br-3.hpl.hp.com
192.6.10.47/32, planetlab, pli2-br-2.hpl.hp.com
192.6.10.63/32, planetlab, pli1-tlnx.hpl.hp.com
192.6.10.46/32, planetlab, pli2-br-1.hpl.hp.com
# SamKnows Limited
# Texas Tech Univ
# UST Beijing
# University of Bamberg
# Penn State University
130.203.127.41/32, planetlab, planetlab01.cse.psu.edu
130.203.127.40/32, planetlab, planetlab00.cse.psu.edu
# UTokyo
133.11.240.56/32, planetlab, planetlab1.iii.u-tokyo.ac.jp
133.11.240.57/32, planetlab, planetlab2.iii.u-tokyo.ac.jp
# Telekomunikacja Polska - Olsztyn
195.116.60.34/32, planetlab, planetlab2.olsztyn.rd.tp.pl
# University of Manchester, UK
130.88.203.27/32, planetlab, planet2.manchester.ac.uk
130.88.203.26/32, planetlab, planet1.manchester.ac.uk
# University of Dayton
# Pusan National University
164.125.34.160/32, planetlab, mnc1.pusan.ac.kr
164.125.34.161/32, planetlab, mnc2.pusan.ac.kr
# Queen's University Belfast
# Univ of Ontario Inst of Tech
205.211.183.4/32, planetlab, pl2.bit.uoit.ca
205.211.183.2/32, planetlab, pl1.bit.uoit.ca
# Telekomunikacja Polska - Krakow
# Lancaster
194.80.38.242/32, planetlab, planetlab1.cs-ipv6.lancs.ac.uk
194.80.38.243/32, planetlab, planetlab2.cs-ipv6.lancs.ac.uk
# Sussex
139.184.48.55/32, planetlab, planetlab1.rn.informatics.scitech.susx.ac.uk
139.184.49.90/32, planetlab, planetlab2.rn.informatics.scitech.susx.ac.uk
# georgia
128.192.101.217/32, planetlab, itchy.cs.uga.edu
128.192.101.218/32, planetlab, scratchy.cs.uga.edu
# University College Dublin
193.1.170.135/32, planetlab, planetlab-node-01.ucd.ie
193.1.170.136/32, planetlab, planetlab-node-02.ucd.ie
# Telecom Italia Learning Services
85.41.51.44/32, planetlab, tilsplanet2.tils-research.it
85.41.51.43/32, planetlab, tilsplanet1.tils-research.it
# NICT JGN2 Osaka
# NCAT
152.8.246.199/32, planetlab, csplanet2.ncat.edu
152.8.246.200/32, planetlab, csplanet1.ncat.edu
# Southeast University
# NICT JGN2 Hiroshima
# University of Sci/Tech of China
# UBC
142.103.2.2/32, planetlab, planetlab2.cs.ubc.ca
142.103.2.1/32, planetlab, planetlab1.cs.ubc.ca
# Sydney
138.25.15.194/32, planetlab, planetlab1.it.uts.edu.au
138.25.15.195/32, planetlab, planetlab2.it.uts.edu.au
# IntelNizhny
# plc.newsite
# Frankfurt
# CANARIE
# Bar-Ilan
# Moscow
# UTSA
# Calgary-Canarie
205.189.32.129/32, planetlab, planet1.calgary.canet4.nodes.planet-lab.org
205.189.32.131/32, planetlab, planet2.calgary.canet4.nodes.planet-lab.org
# Birkbeck
# Montreal-Canarie
205.189.32.147/32, planetlab, planet1.montreal.canet4.nodes.planet-lab.org
205.189.32.149/32, planetlab, planet2.montreal.canet4.nodes.planet-lab.org
# CCNY
134.74.248.5/32, planetlab, planetlab1.engr.ccny.cuny.edu
134.74.248.6/32, planetlab, planetlab2.engr.ccny.cuny.edu
# Winnipeg-Canarie
205.189.32.135/32, planetlab, planet1.winnipeg.canet4.nodes.planet-lab.org
205.189.32.137/32, planetlab, planet2.winnipeg.canet4.nodes.planet-lab.org
# IITB
203.200.234.181/32, planetlab, planetlab1.iitb.ac.in
203.200.234.182/32, planetlab, planetlab2.iitb.ac.in
# buaa
# Emulab
# UniBw-Munich
# Fu Jen Catholic University
# University of Newcastle
87.84.153.114/32, planetlab, csplanet01.cs-ncl.net
87.84.153.115/32, planetlab, csplanet02.cs-ncl.net
# Kamchatka State University
85.28.222.243/32, planetlab, pllab2.kamgu.ru
85.28.222.242/32, planetlab, pllab1.kamgu.ru
# AgentLab
# Nizhny
# UNM
129.24.211.25/32, planetlab, pl1.unm.edu
129.24.211.26/32, planetlab, pl2.unm.edu
129.24.211.29/32, planetlab, pl4.unm.edu
# IIITB
164.164.104.162/32, planetlab, planetlab1.iiitb.ac.in
164.164.104.163/32, planetlab, planetlab2.iiitb.ac.in
# University of Nebraska at Kearney
144.216.2.53/32, planetlab, planetlab-2.unk.edu
144.216.2.52/32, planetlab, planetlab-1.unk.edu
# TP R&D - Gdansk
# ernet
202.41.97.84/32, planetlab, pl2.ernet.in
59.163.146.20/32, planetlab, plab1.psgtech.ac.in
203.197.87.86/32, planetlab, pl4.coep.org.in
203.197.87.90/32, planetlab, pl3.coep.org.in
59.163.146.21/32, planetlab, plab2.psgtech.ac.in
202.141.12.98/32, planetlab, pl1.dce.edu
# Chinese Academy of Sciences CNIC
# MIPT
193.232.27.246/32, planetlab, planet-lab.iki.rssi.ru
# Chungnam National University
168.188.48.26/32, planetlab, datacomngn.cnu.ac.kr
168.188.48.112/32, planetlab, planetlab1.cnu.ac.kr
168.188.46.148/32, planetlab, opal.cnu.ac.kr
# University of Nanjing
# MCIGRID
# IIT Delhi
202.141.12.178/32, planetlab, vayu.iitd.ernet.in
202.141.12.179/32, planetlab, agni.iitd.ernet.in
# Ottawa-Canarie
205.189.33.178/32, planetlab, planet1.ottawa.canet4.nodes.planet-lab.org
205.189.33.179/32, planetlab, planet2.ottawa.canet4.nodes.planet-lab.org
# Sterling
# Telecom Paris
# Reykjavik
130.208.247.197/32, planetlab, planetlab1.ru.is
130.208.247.198/32, planetlab, planetlab2.ru.is
# MSUChemistry
# Rensselaer
# Halifax-Canarie
205.189.32.153/32, planetlab, planet1.halifax.canet4.nodes.planet-lab.org
205.189.32.155/32, planetlab, planet2.halifax.canet4.nodes.planet-lab.org
# WashA
207.178.4.6/32, planetlab, uw1.accretive-dsl.nodes.planet-lab.org
# UNB
131.202.240.223/32, planetlab, planetlab2.cs.unb.ca
131.202.240.222/32, planetlab, planetlab1.cs.unb.ca
# Toronto-Canarie
205.189.32.141/32, planetlab, planet1.toronto.canet4.nodes.planet-lab.org
205.189.32.143/32, planetlab, planet2.toronto.canet4.nodes.planet-lab.org
# Instituto de Pesquisa
# University of Sevilla
193.147.162.166/32, planetlab, ait05.us.es
# France Telecom
57.76.136.251/32, planetlab, planetlab1.rdfrancetelecom.com
57.76.136.252/32, planetlab, planetlab2.rdfrancetelecom.com
# PlanetLab Colo - McLean, VA
# plcolo-sc
208.185.40.196/32, planetlab, planetlab-1.sjce.nodes.planet-lab.org
208.185.40.197/32, planetlab, planetlab-2.sjce.nodes.planet-lab.org
208.185.40.198/32, planetlab, planetlab-3.sjce.nodes.planet-lab.org
# hustnn
# UPRR
136.145.251.241/32, planetlab, node1.planetlab.uprr.pr
136.145.251.242/32, planetlab, node2.planetlab.uprr.pr
# Multimedia University
# HuaZhong Normal University
# Universita di Pisa
# Keldysh Institute of Applied Mathematics
217.9.80.145/32, planetlab, planetlab2.keldysh.ru
217.9.80.144/32, planetlab, planetlab1.keldysh.ru
# Packet Clearing House
64.151.112.19/32, planetlab, sanfrancico2.planetlab.pch.net
64.151.112.20/32, planetlab, sanfrancisco.planetlab.pch.net
# TP R&D - Poznan
# Campina Grande
150.165.15.20/32, planetlab, planetlab2.lsd.ufcg.edu.br
150.165.98.119/32, planetlab, planetlab3.gmf.ufcg.edu.br
150.165.15.19/32, planetlab, planetlab1.lsd.ufcg.edu.br
# Telekomunikacja Polska -- Piotrkow Trybunalski
# NICT JGN2 Fukuoka
202.180.37.19/32, planetlab, planetlab-02.kyushu.jgn2.jp
202.180.37.18/32, planetlab, planetlab-01.kyushu.jgn2.jp
# Japan Gigabit Network II
# plcolo-sjce
# JSSC RAS Moscow
# UMass Boston
158.121.95.32/32, planetlab, planetlab1.cs.umb.edu
158.121.95.33/32, planetlab, planetlab2.cs.umb.edu
# Portland State University
# Universidad Tecnologica Nacional
170.210.22.10/32, planetlab, planet-2.utn.edu.ar
# Universita di Pisa
# Monitor
128.6.192.159/32, planetlab, eggplant.cs.princeton.edu
116.89.165.13/32, planetlab, fakenode.cs.princeton.edu
128.112.139.62/32, planetlab, hptest-3.cs.princeton.edu
# ITLA
# Huazhong University of Science and Technology
# Universidad Complutense de Madrid
# KREONET-KD
203.230.7.202/32, planetlab, planetlab2.kreonet.net
203.230.7.201/32, planetlab, planetlab1.kreonet.net
# Yonsei
165.132.126.59/32, planetlab, planetlab2.yonsei.ac.kr
165.132.126.58/32, planetlab, planetlab1.yonsei.ac.kr
# American University in Cairo
# Ryerson University
141.117.68.62/32, planetlab, planetlab-2.rml.ryerson.ca
141.117.68.60/32, planetlab, planetlab-1.rml.ryerson.ca
# UNINA
143.225.229.236/32, planetlab, planetlab01.dis.unina.it
143.225.229.238/32, planetlab, planetlab02.dis.unina.it
# Beijing Institute of Technology
124.42.76.29/32, planetlab, planetlab2.iin-bit.com.cn
124.42.76.28/32, planetlab, planetlab1.iin-bit.com.cn
# Universitat Rovira i Virgili
193.144.21.130/32, planetlab, planetlab.urv.net
193.144.21.131/32, planetlab, planetlab2.urv.net
# Arizona State University
149.169.227.129/32, planetlab, planetlab1.eas.asu.edu
149.169.227.131/32, planetlab, planetlab2.eas.asu.edu
# xjtu
# PlanetLab
# RNP - CE
200.129.0.161/32, planetlab, planetlab1.pop-ce.rnp.br
200.129.0.162/32, planetlab, planetlab2.pop-ce.rnp.br
# ETH Zuerich
192.33.90.195/32, planetlab, planetlab01.ethz.ch
192.33.90.196/32, planetlab, planetlab02.ethz.ch
# Simula Research Laboratory
129.240.228.138/32, planetlab, planetlab2.simula.no
128.39.36.26/32, planetlab, planetlab1.simula.no
# PlanetLab Colo - AMST
213.19.160.195/32, planetlab, planetlab-2.amst.nodes.planet-lab.org
213.19.160.196/32, planetlab, planetlab-3.amst.nodes.planet-lab.org
213.19.160.194/32, planetlab, planetlab-1.amst.nodes.planet-lab.org
# CSUSB
139.182.137.141/32, planetlab, planetlab1.ias.csusb.edu
139.182.137.140/32, planetlab, planetlab0.ias.csusb.edu
# Stanford
171.66.3.181/32, planetlab, planet1.scs.stanford.edu
171.66.3.182/32, planetlab, planet2.scs.stanford.edu
# Loyola University Chicago
147.126.66.15/32, planetlab, node0.planetlab.etl.luc.edu
147.126.66.17/32, planetlab, node1.planetlab.etl.luc.edu
# The University of Hong Kong
202.189.126.86/32, planetlab, planetlab2.eee.hku.hk
202.189.126.85/32, planetlab, planetlab1.eee.hku.hk
# IRISA
# American University of Beirut
66.178.22.68/32, planetlab, planetlab2.aub.edu.lb
66.178.22.67/32, planetlab, planetlab1.aub.edu.lb
# Brown
198.7.242.40/32, planetlab, saturn.cs.brown.edu
198.7.242.43/32, planetlab, earth.cs.brown.edu
198.7.242.41/32, planetlab, jupiter.cs.brown.edu
198.7.242.42/32, planetlab, pluto.cs.brown.edu
# Lahore University of Management Pakistan
203.128.4.61/32, planetlab, planetlab02.lums.edu.pk
203.128.4.56/32, planetlab, planetlab01.lums.edu.pk
